school_name,cca,niche_programmes,sports_achievement_2025,arts_distinction_2024,url_address,postal_code,nature_code,session_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,mother_tongue,X,Y,lat,long,school_tier
ST. ANTHONY'S PRIMARY SCHOOL,"TCHOUKBALL; MODULAR CCA (SPORTS); FOOTBALL; BADMINTON; FLOORBALL; MODERN DANCE; CHOIR; CHINESE DANCE; BRASS BAND; SCOUTS; GIRL GUIDES (BROWNIES); INFOCOMM TECHNOLOGY (COMPUTING); ROBOTICS; ENVIRONMENTAL SCIENCE; ENGLISH LANGUAGE, DRAMA AND DEBATING; ART AND CRAFTS; STUDENT LEADERSHIP (PREFECT); STUDENT LEADERSHIP (PEER SUPPORT)",STEM - GAME DESIGN AND MAKING; VISUAL ARTS & DESIGN,,CHINESE_DANCE; CHOIR,http://www.stanthonyspri.moe.edu.sg,659401,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,18644.3733009221,38463.0810494516,1.36411948475833,103.749251919049,
ST. GABRIEL'S PRIMARY SCHOOL,TRACK AND FIELD; TAEKWONDO; TENNIS; MODULAR CCA (SPORTS); SWIMMING; WUSHU; GOLF; BADMINTON; BASKETBALL; FLOORBALL; FOOTBALL; MODULAR CCA (VPA); BRASS BAND; SCOUTS; PHYSICAL SCIENCE; ROBOTICS; INTERNATIONAL CHESS; ART AND CRAFTS; INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); FAITH-BASED CCA,ICT & MEDIA; COMMUNITY SERVICE & STUDENT LEADERSHIP,"{'M': ['FLOORBALL', 'FOOTBAL']}",,http://www.stgabrielspri.moe.edu.sg,556742,BOYS' SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,31226.4103413029,36825.1216646656,1.34930766795555,103.862309899986,3.0
ST. HILDA'S PRIMARY SCHOOL,VOLLEYBALL; MODULAR CCA (SPORTS); NETBALL; TABLE TENNIS; SAILING; FLOORBALL; HOCKEY; MODERN DANCE; STRING ENSEMBLE; GUZHENG ENSEMBLE; ENGLISH DRAMA; CHOIR; GIRLS' BRIGADE; BOYS' BRIGADE; STRATEGY GAMES; INTERNATIONAL CHESS; INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); MEDIA RESOURCE LIBRARY; FAITH-BASED CCA; ART AND CRAFTS; STUDENT LEADERSHIP (COUNCIL),LANGUAGES; VISUAL ARTS & DESIGN,"{'F': ['NETBALL'], 'M': ['HOCKEY', 'SAILING', 'SAILING', 'VOLLEYBALL']}",CHOIR; GUZHENG_ENSEMBLE,http://www.shps.moe.edu.sg,529706,CO-ED SCHOOL,SINGLE SESSION,N,N,Y,N,CHINESEMALAYTAMIL,39540.4096965808,36866.4956980404,1.34967978969837,103.937016363397,2.0
ST. JOSEPH'S INSTITUTION JUNIOR,TENNIS; FOOTBALL; RUGBY; FLOORBALL; BOWLING; BADMINTON; MODERN DANCE; BRASS BAND; CHOIR; SCOUTS; ROBOTICS; INTERNATIONAL CHESS; ART AND CRAFTS,INTERDISCIPLINARY; SPORTS & OUTDOOR EDUCATION,"{'M': ['FOOTBAL', 'GOLF', 'BOWLING', 'RUGBY']}",INTERNATIONAL_DANCE,https://sjijunior.moe.edu.sg,309331,BOYS' SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,29370.5121512143,33342.7815418858,1.31781476118551,103.845633334522,2.0
ST. MARGARET'S SCHOOL (PRIMARY),NETBALL; TENNIS; VOLLEYBALL; MODULAR CCA (SPORTS); BOWLING; GUITAR ENSEMBLE; MODERN DANCE; BRASS BAND; CHOIR; GIRLS' BRIGADE; GIRL GUIDES (BROWNIES); MEDIA RESOURCE LIBRARY; INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); ENVIRONMENTAL SCIENCE; ART AND CRAFTS,LANGUAGES; SPORTS & OUTDOOR EDUCATION,,INTERNATIONAL_DANCE,https://stmargaretspri.moe.edu.sg,228197,GIRLS' SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,29391.3233877067,31831.1472821515,1.30414407358332,103.845820266438,
ST. STEPHEN'S SCHOOL,TRACK AND FIELD; FOOTBALL; FLOORBALL; BASKETBALL; BADMINTON; CRICKET; MODERN DANCE; BRASS BAND; SCOUTS; INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); ROBOTICS; PHYSICAL SCIENCE; ART AND CRAFTS,INTERDISCIPLINARY; SPORTS & OUTDOOR EDUCATION,"{'M': ['GOLF', 'TENNIS (INDIVIDUAL)']}",BRASS_BAND,http://www.stmargaretssec.moe.edu.sg,455789,BOYS' SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,37341.652827817,33450.7695051655,1.31878997295135,103.917258129598,3.0
TAMPINES NORTH PRIMARY SCHOOL,FOOTBALL; WUSHU; FLOORBALL; BASKETBALL; BADMINTON; MODERN DANCE; INDIAN DANCE; MALAY DANCE; ANGKLUNG/KULINTANG ENSEMBLE; CHOIR; SCOUTS; GIRL GUIDES (BROWNIES); INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); ART AND CRAFTS,LANGUAGES; COMMUNITY SERVICE & STUDENT LEADERSHIP,,MALAY_DANCE,http://www.tampinesnorthpri.moe.edu.sg,529565,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,40848.2810703805,38061.6583322138,1.36048786025607,103.948768900518,
TAMPINES PRIMARY SCHOOL,MODULAR CCA (SPORTS); FOOTBALL; BASKETBALL; FLOORBALL; MODERN DANCE; MALAY DANCE; INDIAN DANCE; GUZHENG ENSEMBLE; ENGLISH DRAMA; CHOIR; SCOUTS; GIRL GUIDES (BROWNIES); INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); ENTREPRENEURSHIP; ART AND CRAFTS,LANGUAGES; COMMUNITY SERVICE & STUDENT LEADERSHIP,,GUZHENG_ENSEMBLE,http://www.tampinespri.moe.edu.sg,529426,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,40270.0982013792,36955.7182075791,1.3504863946694,103.943573098509,3.0
TANJONG KATONG PRIMARY SCHOOL,"MODULAR CCA (SPORTS); NETBALL; FOOTBALL; BASKETBALL; FLOORBALL; GUITAR ENSEMBLE; MODERN DANCE; MALAY DANCE; CHOIR; CHINESE DANCE; SCOUTS; MODULAR CCA (C&S); INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); ENGLISH LANGUAGE, DRAMA AND DEBATING; ART AND CRAFTS",INNOVATION & ENTERPRISE; SPORTS & OUTDOOR EDUCATION,,CHINESE_DANCE; MALAY_DANCE,http://www.tanjongkatongpri.moe.edu.sg/,437259,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,35421.0272507127,31924.2153390218,1.30498489044822,103.899999965407,
TAO NAN SCHOOL,NETBALL; OUTDOOR ADVENTURE; SAILING; TRACK AND FIELD; TABLE TENNIS; WUSHU; BASKETBALL; BADMINTON; SINGAPORE NATIONAL YOUTH ORCHESTRA; GUZHENG ENSEMBLE; CHOIR; COMICS AND ILLUSTRATION; CHINESE ORCHESTRA; CHINESE DANCE; SCOUTS; GIRL GUIDES (BROWNIES); BOYS' BRIGADE; GIRLS' BRIGADE; PHYSICAL SCIENCE; SPEECH AND DRAMA; INTERNATIONAL CHESS; ART AND CRAFTS,STEM - GAME DESIGN AND MAKING; SPORTS & OUTDOOR EDUCATION,"{'F': ['BADMINTON', 'SAILING', 'BASKETBALL', 'WUSHU'], 'M': ['BADMINTON', 'TENNIS (INDIVIDUAL)', 'TENNIS (INDIVIDUAL)']}",CHINESE_DANCE; GUZHENG_ENSEMBLE,http://www.taonan.moe.edu.sg,449761,CO-ED SCHOOL,SINGLE SESSION,Y,N,Y,N,CHINESE,36706.7907984024,31957.4686842412,1.30528528687321,103.911553152326,1.0
TECK GHEE PRIMARY SCHOOL,HEALTH AND FITNESS; NETBALL; VOLLEYBALL; BASKETBALL; MODERN DANCE; GUZHENG ENSEMBLE; CHOIR; CHINESE INSTRUMENTAL ENSEMBLE; CHINESE DANCE; GIRL GUIDES (BROWNIES); SCOUTS; INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); ROBOTICS; ART AND CRAFTS; ENVIRONMENTAL SCIENCE,STEM - SUSTAINABILITY; VISUAL ARTS & DESIGN,,GUZHENG_ENSEMBLE,http://www.teckgheepri.moe.edu.sg,569299,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,29968.822170008,38632.1819182038,1.36565018546903,103.851009800453,
TECK WHYE PRIMARY SCHOOL,MODULAR CCA (SPORTS); TRACK AND FIELD; BASKETBALL; BADMINTON; FOOTBALL; MODERN DANCE; CHOIR; SCOUTS; STUDENTS' COUNCIL; SPEECH AND DRAMA; INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); ENVIRONMENTAL SCIENCE; STUDENT LEADERSHIP (PREFECT),LANGUAGES; COMMUNITY SERVICE & STUDENT LEADERSHIP,,,http://www.teckwhyepri.moe.edu.sg,688261,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,19164.4558974076,40648.8130902648,1.38388660469396,103.753924558586,
TELOK KURAU PRIMARY SCHOOL,WUSHU; BOWLING; BASKETBALL; FOOTBALL; GUZHENG ENSEMBLE; MALAY DANCE; INDIAN DANCE; CHOIR; CHINESE DANCE; SCOUTS; RED CROSS YOUTH; GIRL GUIDES (BROWNIES); ROBOTICS; LION AND DRAGON DANCE; STRATEGY GAMES; DEBATING AND PUBLIC SPEAKING; ART AND CRAFTS; ENVIRONMENTAL SCIENCE,STEM - GAME DESIGN AND MAKING; SPORTS & OUTDOOR EDUCATION,{'F': ['FOOTBAL']},MALAY_DANCE; INDIAN_DANCE,http://www.telokkuraupri.moe.edu.sg,479239,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,36645.7359166555,34811.4976773225,1.33109611001931,103.911005345855,
TEMASEK PRIMARY SCHOOL,TRACK AND FIELD; TAEKWONDO; NETBALL; FOOTBALL; BADMINTON; MODERN DANCE; GUITAR ENSEMBLE; CHOIR; SCOUTS; GIRL GUIDES (BROWNIES); INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); ROBOTICS; PHYSICAL SCIENCE; ENGLISH CULTURE AND LANGUAGE; ART AND CRAFTS,STEM - SUSTAINABILITY; SPORTS & OUTDOOR EDUCATION,"{'F': ['TAEKWONDO'], 'M': ['TRACK AND FIELD', 'SWIMMING']}",INTERNATIONAL_DANCE,http://www.temasekpri.moe.edu.sg,469300,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,40513.5817926126,33275.4610059001,1.31720341663064,103.94575943784,
UNITY PRIMARY SCHOOL,"NETBALL; FLOORBALL; FOOTBALL; BASKETBALL; BADMINTON; MODERN DANCE; MALAY DANCE; CHOIR; CHINESE DANCE; ANGKLUNG/KULINTANG ENSEMBLE; SCOUTS; MATHEMATICS; INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); ENVIRONMENTAL SCIENCE; ART AND CRAFTS; ENGLISH LANGUAGE, DRAMA AND DEBATING",LANGUAGES; COMMUNITY SERVICE & STUDENT LEADERSHIP,,,http://www.townsvillepri.moe.edu.sg/,688268,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,18371.796668564,42738.3144028578,1.40278303219036,103.746801233973,
VALOUR PRIMARY SCHOOL,RUGBY; VOLLEYBALL; OUTDOOR ADVENTURE; NETBALL; FLOORBALL; MODERN DANCE; PERCUSSION ENSEMBLE; GUITAR ENSEMBLE; CHOIR; RED CROSS YOUTH; GIRLS' BRIGADE; BOYS' BRIGADE; LION AND DRAGON DANCE; ART AND CRAFTS; INFOCOMM TECHNOLOGY (COMPUTING),; SPORTS & OUTDOOR EDUCATION,,,http://www.townsvillepri.moe.edu.sg/,828728,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,35282.966108459,43253.3683976009,1.40744168163777,103.898762173662,
WATERWAY PRIMARY SCHOOL,TABLE TENNIS; TAEKWONDO; FOOTBALL; BASKETBALL; MODERN DANCE; CHOIR; BRASS BAND; SCOUTS; INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); ROBOTICS; INTERNATIONAL CHESS; DEBATING AND PUBLIC SPEAKING; ART AND CRAFTS; ENVIRONMENTAL SCIENCE,LANGUAGES; COMMUNITY SERVICE & STUDENT LEADERSHIP,,,https://waterwaypri.moe.edu.sg,828802,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,37489.1110288324,42308.1257505957,1.39889261226315,103.918585924582,
WELLINGTON PRIMARY SCHOOL,"WUSHU; VOLLEYBALL; TABLE TENNIS; BADMINTON; FOOTBALL; POP AND JAZZ; MODERN DANCE; MALAY DANCE; INDIAN DANCE; GUZHENG ENSEMBLE; CHOIR; CHINESE DANCE; SCOUTS; INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); ENGLISH LANGUAGE, DRAMA AND DEBATING; CHINESE CULTURE AND LANGUAGE; ART AND CRAFTS; ENVIRONMENTAL SCIENCE",ICT & MEDIA; MUSIC & PERFORMING ARTS,,MALAY_DANCE; INDIAN_DANCE; INTERNATIONAL_DANCE; GUZHENG_ENSEMBLE,http://www.wellingtonpri.moe.edu.sg,757702,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,26797.86901474,48145.4921045545,1.45168517614776,103.822516208087,3.0
WEST GROVE PRIMARY SCHOOL,TRACK AND FIELD; WUSHU; FOOTBALL; BADMINTON; MODERN DANCE; STRING ENSEMBLE; GUZHENG ENSEMBLE; CHOIR; SCOUTS; GIRLS' BRIGADE; BOYS' BRIGADE; GIRL GUIDES (BROWNIES); INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); READING AND WRITING; ROBOTICS; ENVIRONMENTAL SCIENCE; ART AND CRAFTS,INTERDISCIPLINARY; COMMUNITY SERVICE & STUDENT LEADERSHIP,,INTERNATIONAL_DANCE; CHOIR,http://www.westgrovepri.moe.edu.sg/,649223,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,13047.8179963073,36317.3614973016,1.34471211768915,103.698964212988,
WEST SPRING PRIMARY SCHOOL,WUSHU; TABLE TENNIS; OUTDOOR ADVENTURE; FOOTBALL; BASKETBALL; BADMINTON; PERCUSSION ENSEMBLE; MODERN DANCE; CHOIR; SCOUTS; STRATEGY GAMES; ROBOTICS; DIGITAL MEDIA; ART AND CRAFTS; ENVIRONMENTAL SCIENCE,STEM - SUSTAINABILITY; SPORTS & OUTDOOR EDUCATION,,INTERNATIONAL_DANCE; PERCUSSION_ENSEMBLE,http://www.westspringpri.moe.edu.sg,679946,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,20552.577593673,41234.0562994163,1.38917971808454,103.76639772288,
WEST VIEW PRIMARY SCHOOL,RUGBY; BASKETBALL; FLOORBALL; FOOTBALL; MODERN DANCE; MALAY DANCE; BRASS BAND; CHINESE DANCE; SCOUTS; ENVIRONMENTAL SCIENCE; ART AND CRAFTS,STEM - SUSTAINABILITY; MUSIC & PERFORMING ARTS,,,http://www.westviewpri.moe.edu.sg,677742,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,19871.0048010657,40637.6069141179,1.38378546546228,103.760273432258,
WESTWOOD PRIMARY SCHOOL,FOOTBALL; WUSHU; RHYTHMIC GYMNASTICS; BASKETBALL; MODERN DANCE; MALAY DANCE; CHOIR; CHINESE DANCE; BRASS BAND; GIRLS' BRIGADE; BOYS' BRIGADE; ENVIRONMENTAL SCIENCE; ENGLISH CULTURE AND LANGUAGE; ART AND CRAFTS; ENTREPRENEURSHIP,INTERDISCIPLINARY; COMMUNITY SERVICE & STUDENT LEADERSHIP,{'F': ['FOOTBAL']},CHINESE_DANCE; MALAY_DANCE,http://www.westwoodpri.moe.edu.sg,649188,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,13215.1381995771,36648.9504975975,1.3477109654722,103.700467520791,3.0
WHITE SANDS PRIMARY SCHOOL,TCHOUKBALL; TABLE TENNIS; NETBALL; FOOTBALL; MALAY DANCE; MODERN DANCE; GUZHENG ENSEMBLE; CHOIR; CHINESE DANCE; SCOUTS; INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); INFOCOMM TECHNOLOGY (COMPUTING); ENVIRONMENTAL SCIENCE; ART AND CRAFTS,ICT & MEDIA; VISUAL ARTS & DESIGN,,INTERNATIONAL_DANCE; GUZHENG_ENSEMBLE,http://www.whitesandspri.moe.edu.sg,519075,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,42194.0540739279,38630.9946565423,1.36563610941695,103.960861814678,
WOODGROVE PRIMARY SCHOOL,FOOTBALL; ROPE SKIPPING; TABLE TENNIS; BADMINTON; BASKETBALL; INDIAN DANCE; MALAY DANCE; MODERN DANCE; ENGLISH DRAMA; CHINESE DANCE; CHINESE ORCHESTRA; CHOIR; GIRL GUIDES (BROWNIES); SCOUTS; ROBOTICS; ENVIRONMENTAL SCIENCE; DIGITAL MEDIA; ART AND CRAFTS; CHINESE CULTURE AND LANGUAGE,LANGUAGES; MUSIC & PERFORMING ARTS,{'M': ['ROPE SKIPPING']},MALAY_DANCE; INDIAN_DANCE; INTERNATIONAL_DANCE,http://www.woodgrovepri.moe.edu.sg/,738079,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,23204.9254116695,46050.2524968032,1.43273620725049,103.79023031392,
WOODLANDS PRIMARY SCHOOL,"MODULAR CCA (SPORTS); VOLLEYBALL; SWIMMING; TCHOUKBALL; HEALTH AND FITNESS; BADMINTON; FOOTBALL; MALAY DANCE; INDIAN DANCE; CHINESE DANCE; CONCERT BAND; HANDBELL ENSEMBLE; CHOIR; SCOUTS; MATHEMATICS; MEDIA RESOURCE LIBRARY; PHYSICAL SCIENCE; SPEECH AND DRAMA; ROBOTICS; INFOCOMM TECHNOLOGY (COMPUTING); CHINESE LANGUAGE, DRAMA AND DEBATING; ART AND CRAFTS; BIOLOGICAL SCIENCE; ENGLISH CULTURE AND LANGUAGE; CHINESE CULTURE AND LANGUAGE",LANGUAGES; SPORTS & OUTDOOR EDUCATION,"{'F': ['VOLLEYBALL'], 'M': ['VOLLEYBALL']}",CHINESE_DANCE; INDIAN_DANCE; CHOIR,http://www.woodlandspri.moe.edu.sg,738853,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,23378.645416881,46475.5760247037,1.43658270720199,103.791791282236,
WOODLANDS RING PRIMARY SCHOOL,FOOTBALL; FLOORBALL; BASKETBALL; BADMINTON; MODERN DANCE; MALAY DANCE; INDIAN DANCE; CONCERT BAND; CHOIR; CHINESE DANCE; SCOUTS; PHYSICAL SCIENCE; INFOCOMM TECHNOLOGY (COMPUTING); ART AND CRAFTS; ENGLISH CULTURE AND LANGUAGE; STUDENT LEADERSHIP (PREFECT),STEM - GAME DESIGN AND MAKING; COMMUNITY SERVICE & STUDENT LEADERSHIP,,CHINESE_DANCE,HTTP://www.woodlandsringpri.moe.edu.sg,738240,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,24004.4034421528,46284.1696799081,1.43485179380236,103.79741434351,
XINGHUA PRIMARY SCHOOL,"MODULAR CCA (SPORTS); SOFTBALL; TRACK AND FIELD; VOLLEYBALL; HEALTH AND FITNESS; WUSHU; MODERN DANCE; CHOIR; ANGKLUNG/KULINTANG ENSEMBLE; GUZHENG ENSEMBLE; GIRLS' BRIGADE; BOYS' BRIGADE; INFOCOMM TECHNOLOGY (COMPUTING); ENVIRONMENTAL SCIENCE; ENGLISH LANGUAGE, DRAMA AND DEBATING; ART AND CRAFTS; STUDENT LEADERSHIP (PREFECT)",INTERDISCIPLINARY; VISUAL ARTS & DESIGN,{'M': ['SOFTBALL']},CHOIR; GUZHENG_ENSEMBLE,http://www.xinghuapri.moe.edu.sg,538882,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,34332.065497526,37785.9478133563,1.35799653782463,103.890216355459,
XINGNAN PRIMARY SCHOOL,FOOTBALL; VOLLEYBALL; BASKETBALL; BADMINTON; MODERN DANCE; MALAY DANCE; INDIAN DANCE; CULTURAL DANCE; CHINESE DANCE; BRASS BAND; SCOUTS; INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); ENVIRONMENTAL SCIENCE; CHINESE CULTURE AND LANGUAGE; CERAMICS; ART AND CRAFTS; DIABOLO; STUDENT LEADERSHIP (PREFECT),STEM - MATERIAL SCIENCE; MUSIC & PERFORMING ARTS,"{'F': ['VOLLEYBALL'], 'M': ['BASKETBALL', 'TRACK AND FIELD']}",CHINESE_DANCE; MALAY_DANCE; INDIAN_DANCE,http://www.xingnanpri.moe.edu.sg,649036,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,11781.8064267524,36095.6510288138,1.34270639669225,103.687588478681,
XINMIN PRIMARY SCHOOL,VOLLEYBALL; MODULAR CCA (SPORTS); FOOTBALL; BASKETBALL; MODERN DANCE; GUZHENG ENSEMBLE; CHOIR; CHINESE DANCE; SCOUTS; RED CROSS YOUTH; GIRL GUIDES (BROWNIES); INFOCOMM TECHNOLOGY (COMPUTING); ENVIRONMENTAL SCIENCE; ART AND CRAFTS; STUDENT LEADERSHIP (PREFECT),INTERDISCIPLINARY; COMMUNITY SERVICE & STUDENT LEADERSHIP,,CHINESE_DANCE; CHOIR; GUZHENG_ENSEMBLE,https://xinminpri.moe.edu.sg/,538784,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,33507.7829754585,39308.7065256815,1.37176798317468,103.88280991785,
XISHAN PRIMARY SCHOOL,VOLLEYBALL; HOCKEY; FLOORBALL; BASKETBALL; BADMINTON; INDIAN DANCE; STRING ENSEMBLE; MALAY DANCE; ENGLISH DRAMA; CHOIR; CHINESE DANCE; GUZHENG ENSEMBLE; SCOUTS; RED CROSS YOUTH; STRATEGY GAMES; INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); ENVIRONMENTAL SCIENCE; ART AND CRAFTS,LANGUAGES; COMMUNITY SERVICE & STUDENT LEADERSHIP,,MALAY_DANCE; GUZHENG_ENSEMBLE,https://www.xishanpri.moe.edu.sg/,768611,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,28493.7422212623,46131.5536631271,1.43347186925064,103.837755319448,
YANGZHENG PRIMARY SCHOOL,WUSHU; FOOTBALL; BASKETBALL; BADMINTON; MODERN DANCE; GUZHENG ENSEMBLE; CHINESE DANCE; CONCERT BAND; GIRL GUIDES (BROWNIES); SCOUTS; DIGITAL MEDIA; ART AND CRAFTS; ENVIRONMENTAL SCIENCE,INNOVATION & ENTERPRISE; COMMUNITY SERVICE & STUDENT LEADERSHIP,,CHINESE_DANCE; INTERNATIONAL_DANCE; GUZHENG_ENSEMBLE,http://www.yangzhengpri.moe.edu.sg/,556108,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,31911.6418975126,36788.5459239464,1.3489768083841,103.868467129954,3.0
YEW TEE PRIMARY SCHOOL,WUSHU; ROCKWALL CLIMBING; FLOORBALL; BADMINTON; FOOTBALL; MODERN DANCE; CHOIR; ANGKLUNG/KULINTANG ENSEMBLE; BOYS' BRIGADE; STRATEGY GAMES; ROBOTICS; MODULAR CCA (C&S); MEDIA RESOURCE LIBRARY; INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); ENVIRONMENTAL SCIENCE; ART AND CRAFTS,INTERDISCIPLINARY; SPORTS & OUTDOOR EDUCATION,,INTERNATIONAL_DANCE; CHOIR,http://www.yewteepri.moe.edu.sg,689100,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,18930.0708015431,42068.5415837038,1.39672603497195,103.751817992962,
YIO CHU KANG PRIMARY SCHOOL,VOLLEYBALL; TRACK AND FIELD; FOOTBALL; BASKETBALL; MODULAR CCA (VPA); MALAY DANCE; INDIAN DANCE; ANGKLUNG/KULINTANG ENSEMBLE; CHOIR; CHINESE DANCE; HANDBELL ENSEMBLE; SCOUTS; GIRL GUIDES (BROWNIES); INFOCOMM TECHNOLOGY (COMPUTING); ART AND CRAFTS; STUDENT LEADERSHIP (PREFECT),STEM - SUSTAINABILITY; MUSIC & PERFORMING ARTS,,INDIAN_DANCE,http://www.yiochukangpri.moe.edu.sg,538720,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,33823.1315680202,39990.3703038469,1.37793264345276,103.885643682171,
YISHUN PRIMARY SCHOOL,"FLOORBALL; BASKETBALL; FOOTBALL; MODERN DANCE; MALAY DANCE; INDIAN DANCE; CONCERT BAND; CHINESE DANCE; SCOUTS; INFOCOMM TECHNOLOGY (COMPUTING); INTERNATIONAL CHESS; ENVIRONMENTAL SCIENCE; ENGLISH LANGUAGE, DRAMA AND DEBATING; ART AND CRAFTS; STUDENT LEADERSHIP (PREFECT)",STEM - SUSTAINABILITY; MUSIC & PERFORMING ARTS,{'F': ['TENNIS (INDIVIDUAL)']},MALAY_DANCE; CONCERT_BAND,http://www.yishunpri.moe.edu.sg,768679,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,28081.4848068403,46187.3166116737,1.43397617334964,103.834050796658,
YU NENG PRIMARY SCHOOL,VOLLEYBALL; TABLE TENNIS; FLOORBALL; BADMINTON; MODERN DANCE; CHOIR; CHINESE ORCHESTRA; MALAY DANCE; SCOUTS; PHYSICAL SCIENCE; MATHEMATICS; INFOCOMM TECHNOLOGY (COMPUTING); BROADCASTING; ART AND CRAFTS; STUDENT LEADERSHIP (PREFECT); STUDENT LEADERSHIP (HOUSE),ICT & MEDIA; SPORTS & OUTDOOR EDUCATION,,MALAY_DANCE; CO_FULL_ENSEMBLE,http://www.ynps.moe.edu.sg/,469623,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,38983.8870810149,35130.5094223451,1.33398037894072,103.932015036296,
YUHUA PRIMARY SCHOOL,VOLLEYBALL; TRACK AND FIELD; SEPAKTAKRAW; NETBALL; FOOTBALL; BASKETBALL; BADMINTON; INDIAN DANCE; MALAY DANCE; BRASS BAND; CHOIR; CHINESE DANCE; ANGKLUNG/KULINTANG ENSEMBLE; SCOUTS; INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); DEBATING AND PUBLIC SPEAKING; ART AND CRAFTS; ENVIRONMENTAL SCIENCE,INTERDISCIPLINARY; MUSIC & PERFORMING ARTS,,INDIAN_DANCE,http://www.yuhuapri.moe.edu.sg,609558,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,17710.4895017752,36118.9610992391,1.34291981622016,103.740861148879,
